;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_REP_TYPE;DIM_POLICY_TYPE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
224;_T;;;2023.0;1.0;;;_T;_T;;TJK;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
225;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";United Republic of Tanzania;2017.0;2.0;10YFP / WESR ;['Pilot reporting (2017)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);TZ;TZA;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
226;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Thailand;2021.0;2.0;Ministry of Natural Resources and Environment;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);TH;THA;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
227;_T;;;2023.0;1.0;;;_T;_T;;TLS;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
228;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Togo;2017.0;2.0;10YFP / WESR ;['Pilot reporting (2017)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);TG;TGO;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
229;_T;;;2023.0;1.0;;;_T;_T;;TON;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
230;_T;;;2023.0;1.0;;;_T;_T;;TTO;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
231;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Tunisia;2021.0;2.0;Direction GÃ©nÃ©rale du DÃ©veloppement Durable;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);TN;TUN;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
232;_T;;;2023.0;1.0;;;_T;_T;;TUR;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
233;_T;;;2023.0;1.0;;;_T;_T;;TKM;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
234;_T;;;2023.0;1.0;;;_T;_T;;TUV;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
235;_T;;;2023.0;1.0;;;_T;_T;;UGA;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
236;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Ukraine;2020.0;2.0;10YFP / WESR ;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);UA;UKR;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
237;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";United Arab Emirates;2020.0;2.0;Ministry of Climate Change and Environment, United Arab Emirates;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);AE;ARE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
238;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";United Kingdom of Great Britain and Northern Ireland;2021.0;2.0;Department for Environment, Food and Rural Affairs (DEFRA);['Official reporting (2019-2021)'];Global;Voluntary and self-regulation schemes (e.g. sectoral partnerships, codes of conduct, CSR initiatives);GB;GBR;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
239;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";United Kingdom of Great Britain and Northern Ireland;2021.0;2.0;Department for Environment, Food and Rural Affairs (DEFRA);['Official reporting (2019-2021)'];Global;Economic and fiscal instruments (taxes and tax incentives, grants, preferential loans, etc.);GB;GBR;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
